packet_id,timestep,routing_mode,src,dst,path,hop_count,end_to_end_latency_ms,base_latency_ms,queuing_delay_ms,path_loss_prob,delivered,demand_gbps,size_bytes,bottleneck_avail_bw_gbps,max_congestion
1675,34,rl_agent,0,1,"[0, 1]",1,6.906756847298868,6.5,0.4067568472988681,0.0,True,0.05,1500,5.514157422570854,0.4485842577429146
1676,34,rl_agent,1,0,"[1, 0]",1,6.915054163583656,6.5,0.41505416358365643,0.0,True,0.05,1500,5.464157422570854,0.4535842577429146
1677,34,rl_agent,13,10,"[13, 10]",1,2.099002492579979,1.75,0.34900249257997906,0.0,True,0.05,1500,5.889264217359152,0.4110735782640848
1678,34,rl_agent,10,5,"[10, 5]",1,7.781410104786401,7.5,0.28141010478640105,0.0,True,0.05,1500,6.398688690321905,0.36013113096780947
1679,34,rl_agent,12,5,"[12, 7, 1, 2, 5]",4,36.02485889387475,35.0,1.0248588938747503,0.0,True,0.05,1500,5.850157755619483,0.4149842244380517
1680,34,rl_agent,9,5,"[9, 4, 5]",2,16.325265409912387,14.75,1.5752654099123866,0.0002584034224657472,True,0.05,1500,2.8921660813521255,0.7107833918647875
1681,34,rl_agent,1,12,"[1, 7, 8, 12]",3,22.590163995133096,21.4,1.1901639951330978,0.0,True,0.05,1500,4.857799644442805,0.5142200355557195
1682,34,rl_agent,6,5,"[6, 5]",1,6.563762701053076,6.0,0.5637627010530757,0.0,True,0.05,1500,4.700296405439137,0.5299703594560863
1683,34,rl_agent,6,4,"[6, 5, 4]",2,10.67888370789089,9.75,0.9288837078908898,0.0,True,0.05,1500,4.650296405439137,0.5349703594560863
1684,34,rl_agent,9,10,"[9, 8, 12, 11, 10]",4,16.11870770182414,13.25,2.868707701824139,0.015013847565260696,True,0.05,1500,2.1780370200326953,0.7821962979967305
1685,34,rl_agent,3,12,"[3, 8, 12]",2,20.272190120138465,16.5,3.7721901201384647,0.06493810224804952,True,0.05,1500,1.2905513751030053,0.8709448624896995
1686,34,rl_agent,3,4,"[3, 4]",1,3.3354029469809814,3.0,0.3354029469809814,0.0,True,0.05,1500,5.985135697772238,0.4014864302227762
1687,34,rl_agent,8,6,"[8, 9, 4, 5, 6]",4,28.311848719431765,25.75,2.561848719431765,0.0005535899083498608,True,0.05,1500,2.8421660813521257,0.7157833918647875
1688,34,rl_agent,2,9,"[2, 5, 6, 5]",3,24.084121377336714,22.5,1.5841213773367144,0.0,False,0.05,1500,4.500296405439138,0.5499703594560862
1689,34,rl_agent,0,9,"[0, 3, 8, 9]",3,26.73012201959785,22.5,4.23012201959785,0.06879243252559841,True,0.05,1500,1.2405513751030046,0.8759448624896995
1690,34,rl_agent,6,4,"[6, 5, 4]",2,10.742032785469213,9.75,0.9920327854692133,0.0,True,0.05,1500,4.450296405439138,0.5549703594560862
1691,34,rl_agent,7,9,"[7, 8, 9]",2,7.809548036082053,6.9,0.9095480360820529,0.0,True,0.05,1500,4.807799644442805,0.5192200355557195
1692,34,rl_agent,7,12,"[7, 12]",1,5.984433394433778,5.75,0.2344333944337782,0.0,True,0.05,1500,6.807969297004561,0.31920307029954387
1693,34,rl_agent,12,10,"[12, 11, 10]",2,5.942338435363324,3.75,2.1923384353633244,0.016895987520743616,True,0.05,1500,2.1280370200326955,0.7871962979967304
1694,34,rl_agent,4,13,"[4, 9, 13]",2,17.200104369697605,15.5,1.7001043696976055,0.0009598875053451472,True,0.05,1500,2.792166081352126,0.7207833918647875
1695,34,rl_agent,4,0,"[4, 3, 0]",2,9.18709663318182,8.5,0.6870966331818202,0.0,True,0.05,1500,5.919570243238111,0.4080429756761889
